frame_idx,time_sec,omega_z_rad_per_s,abs_omega_z_rad_per_s,surface_speed_cm_per_s,n_features_tracked,n_features_used,omega_std_rad_per_s
88,2.933333,-0.005540,0.005540,0.017726,23,21,0.022780
89,2.966667,-0.002664,0.002664,0.008526,17,16,0.010040
90,3.000000,-0.005965,0.005965,0.019087,24,23,0.022292
91,3.033333,-0.004800,0.004800,0.015359,28,26,0.061596
92,3.066667,-0.021083,0.021083,0.067464,29,26,0.065989
93,3.100000,0.001640,0.001640,0.005249,26,25,0.020598
94,3.133333,-0.002718,0.002718,0.008699,19,17,0.028167
95,3.166667,0.001914,0.001914,0.006125,24,23,0.021320
96,3.200000,0.001806,0.001806,0.005779,23,20,0.040510
97,3.233333,0.001914,0.001914,0.006126,28,25,0.016589
98,3.266667,-0.016378,0.016378,0.052411,19,17,0.028518
99,3.300000,-0.004619,0.004619,0.014782,23,22,0.013701
100,3.333333,-0.000669,0.000669,0.002141,29,28,0.031255
101,3.366667,-0.016060,0.016060,0.051391,17,15,0.024383
102,3.400000,-0.006243,0.006243,0.019977,22,19,0.021687
103,3.433333,-0.015364,0.015364,0.049165,22,21,0.022547
104,3.466667,-0.006405,0.006405,0.020497,19,16,0.027788
105,3.500000,0.002797,0.002797,0.008949,21,19,0.016508
106,3.533333,-0.010247,0.010247,0.032789,30,29,0.024372
107,3.566667,0.000823,0.000823,0.002635,21,20,0.029594
108,3.600000,-0.001591,0.001591,0.005092,17,15,0.026227
109,3.633333,0.005792,0.005792,0.018535,25,24,0.017524
110,3.666667,0.001664,0.001664,0.005326,31,30,0.017377
111,3.700000,-0.003834,0.003834,0.012268,31,30,0.016005
112,3.733333,0.000088,0.000088,0.000282,41,38,0.044645
113,3.766667,-0.001841,0.001841,0.005892,31,29,0.021273
114,3.800000,-0.014060,0.014060,0.044993,28,26,0.032243
115,3.833333,0.001268,0.001268,0.004057,25,21,0.017865
116,3.866667,-0.017419,0.017419,0.055740,31,30,0.040483
117,3.900000,0.002355,0.002355,0.007535,32,31,0.077070
118,3.933333,-0.001484,0.001484,0.004748,24,22,0.024731
119,3.966667,0.001011,0.001011,0.003235,27,25,0.044459
120,4.000000,-0.023236,0.023236,0.074354,37,36,0.056388
121,4.033333,-0.007298,0.007298,0.023353,26,25,0.022002
122,4.066667,-0.001180,0.001180,0.003775,24,23,0.012319
123,4.100000,-0.000591,0.000591,0.001891,25,24,0.023663
124,4.133333,-0.000385,0.000385,0.001232,26,25,0.025075
125,4.166667,-0.000432,0.000432,0.001383,22,21,0.035407
126,4.200000,0.002134,0.002134,0.006829,22,21,0.025026
127,4.233333,-0.010394,0.010394,0.033261,32,31,0.016568
128,4.266667,-0.006122,0.006122,0.019591,24,22,0.035839
129,4.300000,-0.002845,0.002845,0.009102,35,33,0.072650
130,4.333333,0.022294,0.022294,0.071340,27,25,0.038196
131,4.366667,0.000748,0.000748,0.002395,20,20,0.021929
132,4.400000,0.015030,0.015030,0.048095,19,19,0.040752
133,4.433333,0.004807,0.004807,0.015384,15,13,0.021278
134,4.466667,0.009190,0.009190,0.029409,17,16,0.029989
135,4.500000,0.002407,0.002407,0.007701,17,15,0.032870
136,4.533333,-0.016271,0.016271,0.052066,23,21,0.042741
137,4.566667,-0.003138,0.003138,0.010040,32,30,0.023393
138,4.600000,-0.013209,0.013209,0.042268,26,25,0.032693
139,4.633333,-0.004482,0.004482,0.014342,16,16,0.073246
140,4.666667,-0.011909,0.011909,0.038108,15,14,0.028381
141,4.700000,0.003082,0.003082,0.009862,15,15,0.028379
142,4.733333,-0.050899,0.050899,0.162875,14,14,0.121038
143,4.766667,-0.365857,0.365857,1.170741,21,21,0.215480
144,4.800000,-1.308906,1.308906,4.188499,6,6,0.145440
145,4.833333,0.000000,0.000000,0.000000,0,0,0.000000
146,4.866667,0.155996,0.155996,0.499188,45,44,1.383480
147,4.900000,0.870845,0.870845,2.786703,25,18,1.506398
148,4.933333,0.373750,0.373750,1.196000,14,11,0.506272
149,4.966667,0.676851,0.676851,2.165923,50,50,0.529884
150,5.000000,1.061521,1.061521,3.396869,35,35,0.211782
151,5.033333,0.966412,0.966412,3.092517,49,49,0.507959
152,5.066667,0.856704,0.856704,2.741452,38,38,3.283840
153,5.100000,0.628762,0.628762,2.012039,28,28,0.328445
154,5.133333,0.279882,0.279882,0.895624,50,49,0.315338
155,5.166667,0.215524,0.215524,0.689677,46,42,0.170430
156,5.200000,0.199454,0.199454,0.638254,46,42,0.101680
157,5.233333,0.578693,0.578693,1.851819,46,42,0.088369
158,5.266667,0.743163,0.743163,2.378121,44,40,0.214194
159,5.300000,0.093312,0.093312,0.298597,44,40,0.092398
160,5.333333,0.056781,0.056781,0.181701,43,40,0.105456
161,5.366667,0.079050,0.079050,0.252961,41,39,0.098785
162,5.400000,-0.145002,0.145002,0.464005,41,39,0.112010
163,5.433333,-0.010852,0.010852,0.034727,41,39,0.064814
164,5.466667,0.060360,0.060360,0.193152,41,39,0.083522
165,5.500000,0.053354,0.053354,0.170733,41,39,0.095950
166,5.533333,-0.004196,0.004196,0.013429,41,39,0.055224
167,5.566667,-0.052113,0.052113,0.166760,41,39,0.071921
168,5.600000,-0.505880,0.505880,1.618816,41,39,0.387235
169,5.633333,-0.234710,0.234710,0.751071,38,36,0.087862
170,5.666667,-0.170528,0.170528,0.545690,38,36,0.057710
171,5.700000,-0.085878,0.085878,0.274809,50,48,0.098482
172,5.733333,-0.088824,0.088824,0.284237,48,46,0.109861
173,5.766667,-0.186469,0.186469,0.596700,48,46,0.119396
174,5.800000,-0.181515,0.181515,0.580847,48,46,0.129311
175,5.833333,-0.097769,0.097769,0.312861,48,47,0.107770
176,5.866667,-0.271626,0.271626,0.869204,48,48,0.237791
177,5.900000,-0.120806,0.120806,0.386580,48,45,0.089385
178,5.933333,-0.032845,0.032845,0.105105,48,46,0.079121
179,5.966667,-0.036025,0.036025,0.115281,48,45,0.078781
180,6.000000,-0.029551,0.029551,0.094563,47,44,0.073677
181,6.033333,-0.144627,0.144627,0.462806,50,50,0.048297
182,6.066667,-0.120692,0.120692,0.386216,50,50,0.045566
183,6.100000,-0.090016,0.090016,0.288050,50,50,0.040706
184,6.133333,-0.162851,0.162851,0.521123,50,50,0.103373
185,6.166667,-0.072281,0.072281,0.231299,50,50,0.038774
186,6.200000,-0.009279,0.009279,0.029694,50,50,0.035071
187,6.233333,-0.002851,0.002851,0.009124,50,50,0.021790
188,6.266667,-0.013368,0.013368,0.042777,50,50,0.030669
189,6.300000,-0.032118,0.032118,0.102777,50,50,0.023631
190,6.333333,-0.004425,0.004425,0.014161,50,50,0.010989
191,6.366667,0.001269,0.001269,0.004062,50,50,0.027439
192,6.400000,-0.017838,0.017838,0.057082,50,50,0.036972
193,6.433333,-0.008872,0.008872,0.028389,50,50,0.016129
194,6.466667,-0.035542,0.035542,0.113734,50,50,0.024573
195,6.500000,-0.007876,0.007876,0.025203,50,50,0.013666
196,6.533333,-0.011147,0.011147,0.035672,50,50,0.017673
197,6.566667,-0.016791,0.016791,0.053732,50,50,0.019668
198,6.600000,-0.014280,0.014280,0.045696,50,50,0.022656
199,6.633333,-0.012235,0.012235,0.039151,50,50,0.032205
200,6.666667,-0.018413,0.018413,0.058923,50,50,0.023344
201,6.700000,-0.028431,0.028431,0.090978,50,50,0.022399
202,6.733333,-0.024511,0.024511,0.078436,50,50,0.024805
203,6.766667,0.005850,0.005850,0.018719,50,50,0.010095
204,6.800000,0.005430,0.005430,0.017375,50,50,0.019748
205,6.833333,-0.005120,0.005120,0.016383,50,50,0.018970
206,6.866667,-0.000899,0.000899,0.002878,50,50,0.031730
207,6.900000,-0.013622,0.013622,0.043590,50,50,0.027453
208,6.933333,-0.012181,0.012181,0.038978,50,50,0.020379
209,6.966667,-0.006341,0.006341,0.020291,50,50,0.017719
210,7.000000,-0.026951,0.026951,0.086244,50,50,0.021102
211,7.033333,-0.010526,0.010526,0.033684,50,48,0.018482
212,7.066667,-0.014890,0.014890,0.047648,50,48,0.026144
213,7.100000,-0.004127,0.004127,0.013206,50,48,0.031033
214,7.133333,-0.017064,0.017064,0.054604,50,48,0.023691
215,7.166667,-0.029511,0.029511,0.094436,50,48,0.050850
216,7.200000,-0.010297,0.010297,0.032951,50,47,0.019341
217,7.233333,-0.025182,0.025182,0.080582,50,48,0.023815
218,7.266667,-0.038889,0.038889,0.124444,50,48,0.054032
219,7.300000,-0.009992,0.009992,0.031976,50,47,0.021869
220,7.333333,-0.017830,0.017830,0.057057,50,48,0.023785
221,7.366667,-0.015196,0.015196,0.048627,50,48,0.020764
222,7.400000,-0.003511,0.003511,0.011237,49,47,0.016806
223,7.433333,0.011046,0.011046,0.035347,49,47,0.015930
224,7.466667,0.005208,0.005208,0.016665,49,47,0.024720
225,7.500000,-0.005662,0.005662,0.018119,49,47,0.015391
226,7.533333,-0.005724,0.005724,0.018316,49,47,0.022639
227,7.566667,0.004738,0.004738,0.015160,49,47,0.021884
228,7.600000,-0.025426,0.025426,0.081365,49,47,0.015237
229,7.633333,-0.027611,0.027611,0.088355,49,47,0.022186
230,7.666667,-0.014193,0.014193,0.045419,49,47,0.031758
231,7.700000,0.001936,0.001936,0.006196,49,47,0.030599
232,7.733333,0.016283,0.016283,0.052106,49,47,0.020954
233,7.766667,-0.036723,0.036723,0.117513,49,47,0.045495
234,7.800000,-0.057498,0.057498,0.183992,49,47,0.044489
235,7.833333,-0.012260,0.012260,0.039233,49,47,0.026891
236,7.866667,-0.026266,0.026266,0.084051,49,47,0.027883
237,7.900000,-0.022672,0.022672,0.072550,49,47,0.019553
238,7.933333,-0.011333,0.011333,0.036267,49,47,0.015858
239,7.966667,0.006681,0.006681,0.021378,49,47,0.019202
240,8.000000,0.002558,0.002558,0.008186,49,47,0.015238
241,8.033333,0.003465,0.003465,0.011090,50,47,0.023927
242,8.066667,0.003259,0.003259,0.010429,50,47,0.016282
243,8.100000,0.010949,0.010949,0.035036,50,47,0.024622
244,8.133333,-0.002938,0.002938,0.009401,50,47,0.014181
245,8.166667,-0.001745,0.001745,0.005585,50,47,0.013053
246,8.200000,-0.028417,0.028417,0.090934,50,47,0.024355
247,8.233333,-0.030855,0.030855,0.098736,50,47,0.020956
248,8.266667,-0.010538,0.010538,0.033721,50,47,0.024442
249,8.300000,-0.003214,0.003214,0.010284,50,47,0.014924
250,8.333333,-0.010199,0.010199,0.032637,50,47,0.018824
251,8.366667,-0.013269,0.013269,0.042459,50,47,0.019560
252,8.400000,0.002518,0.002518,0.008057,50,47,0.014269
253,8.433333,0.015348,0.015348,0.049113,50,47,0.019610
254,8.466667,0.037043,0.037043,0.118536,50,47,0.030111
255,8.500000,0.003864,0.003864,0.012364,50,47,0.015400
256,8.533333,-0.002966,0.002966,0.009490,50,47,0.012625
257,8.566667,-0.005312,0.005312,0.016999,50,47,0.016020
258,8.600000,-0.009981,0.009981,0.031939,50,47,0.015165
259,8.633333,-0.012209,0.012209,0.039067,50,47,0.014518
260,8.666667,-0.012369,0.012369,0.039582,50,47,0.014029
261,8.700000,-0.005725,0.005725,0.018320,50,47,0.013921
262,8.733333,-0.007027,0.007027,0.022487,50,47,0.016413
263,8.766667,0.001620,0.001620,0.005185,50,47,0.012716
264,8.800000,0.003071,0.003071,0.009826,50,47,0.014374
265,8.833333,0.000226,0.000226,0.000724,50,47,0.023673
266,8.866667,0.010054,0.010054,0.032172,50,47,0.026950
267,8.900000,-0.004675,0.004675,0.014960,50,47,0.036295
268,8.933333,-0.008622,0.008622,0.027592,50,47,0.018630
269,8.966667,-0.001905,0.001905,0.006096,50,47,0.011759
270,9.000000,-0.005853,0.005853,0.018731,50,47,0.024142
271,9.033333,-0.013586,0.013586,0.043475,50,48,0.015129
272,9.066667,-0.019616,0.019616,0.062771,50,48,0.020999
273,9.100000,-0.005817,0.005817,0.018614,50,48,0.014917
274,9.133333,-0.004292,0.004292,0.013734,50,48,0.017999
275,9.166667,0.002833,0.002833,0.009067,50,48,0.016306
276,9.200000,0.001263,0.001263,0.004041,50,48,0.017082
277,9.233333,0.004771,0.004771,0.015267,50,49,0.015339
278,9.266667,0.004450,0.004450,0.014241,50,48,0.020523
279,9.300000,0.000460,0.000460,0.001471,49,47,0.011172
280,9.333333,0.001008,0.001008,0.003225,49,47,0.017262
281,9.366667,-0.006492,0.006492,0.020775,49,47,0.014746
282,9.400000,-0.010610,0.010610,0.033953,49,47,0.013965
283,9.433333,-0.013242,0.013242,0.042375,49,47,0.017303
284,9.466667,-0.014098,0.014098,0.045113,49,47,0.025973
285,9.500000,-0.002717,0.002717,0.008693,49,47,0.026033
286,9.533333,-0.000715,0.000715,0.002288,49,48,0.030221
287,9.566667,0.011953,0.011953,0.038249,49,48,0.021479
288,9.600000,0.002122,0.002122,0.006791,49,47,0.015606
289,9.633333,-0.018401,0.018401,0.058883,49,47,0.021114
290,9.666667,-0.010849,0.010849,0.034716,49,46,0.046393
291,9.700000,-0.015011,0.015011,0.048034,49,46,0.071404
292,9.733333,-0.051373,0.051373,0.164395,49,47,0.101668
293,9.766667,-0.348599,0.348599,1.115517,49,47,0.287643
294,9.800000,-0.610781,0.610781,1.954498,49,47,2.246476
295,9.833333,-0.002714,0.002714,0.008684,43,42,0.379703
296,9.866667,-0.046887,0.046887,0.150038,35,35,1.405653
297,9.900000,0.030102,0.030102,0.096328,35,35,0.110450
298,9.933333,0.260033,0.260033,0.832104,50,50,0.071223
299,9.966667,0.345209,0.345209,1.104668,50,50,0.115977
300,10.000000,0.323131,0.323131,1.034018,48,48,0.128260
301,10.033333,0.331200,0.331200,1.059839,50,49,0.126069
302,10.066667,0.114487,0.114487,0.366358,48,48,0.159976
303,10.100000,-0.114554,0.114554,0.366573,47,47,0.139813
304,10.133333,-0.009224,0.009224,0.029516,47,47,0.147288
305,10.166667,0.050085,0.050085,0.160271,46,46,0.126096
306,10.200000,0.267283,0.267283,0.855305,46,46,0.233218
307,10.233333,0.387262,0.387262,1.239239,45,45,0.182244
308,10.266667,0.193276,0.193276,0.618482,45,45,0.151783
309,10.300000,-0.167579,0.167579,0.536252,45,45,0.123323
310,10.333333,-0.112260,0.112260,0.359233,43,43,0.087840
311,10.366667,0.250014,0.250014,0.800044,42,42,2.066938
312,10.400000,0.818715,0.818715,2.619888,37,37,1.419439
313,10.433333,0.334776,0.334776,1.071282,33,33,0.500369
314,10.466667,-0.578315,0.578315,1.850607,50,50,0.228429
315,10.500000,0.144819,0.144819,0.463420,50,50,0.080540
316,10.533333,0.182346,0.182346,0.583506,49,49,0.091984
317,10.566667,-0.035866,0.035866,0.114771,49,49,0.117558
318,10.600000,-0.245784,0.245784,0.786509,49,49,0.115727
319,10.633333,-0.407765,0.407765,1.304847,49,49,0.094629
320,10.666667,-0.379031,0.379031,1.212900,48,48,0.052291
321,10.700000,-0.323180,0.323180,1.034176,48,48,0.075004
322,10.733333,-0.168732,0.168732,0.539941,48,48,0.052440
323,10.766667,-0.151921,0.151921,0.486147,48,48,0.037326
324,10.800000,-0.232495,0.232495,0.743983,48,48,0.052660
325,10.833333,-0.179868,0.179868,0.575577,48,48,0.058426
326,10.866667,-0.134120,0.134120,0.429183,48,48,0.077700
327,10.900000,-0.204068,0.204068,0.653017,48,48,0.039008
328,10.933333,-0.145996,0.145996,0.467188,48,48,0.059353
329,10.966667,-0.132949,0.132949,0.425438,48,48,0.052271
330,11.000000,-0.096071,0.096071,0.307426,48,48,0.048905
331,11.033333,-0.087004,0.087004,0.278413,50,50,0.061812
332,11.066667,-0.083690,0.083690,0.267807,50,50,0.045237
333,11.100000,-0.012136,0.012136,0.038836,50,50,0.056168
334,11.133333,0.182772,0.182772,0.584869,50,50,0.042937
335,11.166667,0.123617,0.123617,0.395575,50,50,0.043743
336,11.200000,-0.009922,0.009922,0.031750,50,50,0.030928
337,11.233333,-0.167264,0.167264,0.535244,50,50,0.070356
338,11.266667,-0.049175,0.049175,0.157358,50,50,0.047079
339,11.300000,-0.072525,0.072525,0.232081,50,50,0.040808
340,11.333333,-0.032349,0.032349,0.103516,50,50,0.053451
341,11.366667,-0.061281,0.061281,0.196100,50,50,0.045897
342,11.400000,-0.112568,0.112568,0.360218,50,50,0.058175
343,11.433333,-0.093145,0.093145,0.298063,50,50,0.063518
344,11.466667,-0.110963,0.110963,0.355081,50,50,0.044572
345,11.500000,0.132449,0.132449,0.423838,50,50,0.034175
346,11.533333,0.063961,0.063961,0.204676,50,50,0.038191
347,11.566667,-0.001585,0.001585,0.005072,50,50,0.016486
348,11.600000,0.039664,0.039664,0.126923,50,50,0.032198
349,11.633333,0.158884,0.158884,0.508430,50,50,0.030257
350,11.666667,0.097961,0.097961,0.313476,50,50,0.037637
351,11.700000,0.017048,0.017048,0.054553,50,50,0.053386
352,11.733333,-0.098447,0.098447,0.315032,50,50,0.044750
353,11.766667,-0.111170,0.111170,0.355743,50,50,0.061422
354,11.800000,0.005206,0.005206,0.016661,50,50,0.023699
355,11.833333,0.027894,0.027894,0.089259,50,50,0.031477
356,11.866667,0.054299,0.054299,0.173758,50,50,0.046369
357,11.900000,0.020295,0.020295,0.064945,50,50,0.029342
358,11.933333,0.012897,0.012897,0.041272,50,50,0.024721
359,11.966667,0.135201,0.135201,0.432642,50,50,0.029694
360,12.000000,0.183832,0.183832,0.588262,50,50,0.073581
361,12.033333,0.058382,0.058382,0.186823,50,50,0.053813
362,12.066667,0.261542,0.261542,0.836933,50,50,0.076788
363,12.100000,0.051527,0.051527,0.164886,50,50,0.035747
364,12.133333,0.057902,0.057902,0.185287,50,50,0.026107
365,12.166667,-0.093928,0.093928,0.300571,50,50,0.023046
366,12.200000,-0.134707,0.134707,0.431062,50,50,0.034363
367,12.233333,-0.027028,0.027028,0.086488,50,50,0.035465
368,12.266667,-0.094109,0.094109,0.301147,50,50,0.048283
369,12.300000,-0.086026,0.086026,0.275284,50,50,0.044627
370,12.333333,-0.006479,0.006479,0.020733,50,50,0.015325
371,12.366667,-0.019558,0.019558,0.062584,50,50,0.022137
372,12.400000,-0.071098,0.071098,0.227514,50,50,0.024402
373,12.433333,-0.076894,0.076894,0.246062,50,50,0.031185
374,12.466667,-0.059700,0.059700,0.191039,50,50,0.044449
375,12.500000,-0.103818,0.103818,0.332217,50,50,0.033070
376,12.533333,-0.006491,0.006491,0.020772,50,50,0.024581
377,12.566667,0.004183,0.004183,0.013387,50,50,0.023810
378,12.600000,-0.014387,0.014387,0.046040,50,50,0.018925
379,12.633333,-0.041178,0.041178,0.131770,50,50,0.026741
380,12.666667,-0.009538,0.009538,0.030522,50,50,0.019730
381,12.700000,0.044840,0.044840,0.143487,50,50,0.028894
382,12.733333,0.033005,0.033005,0.105616,50,50,0.024157
383,12.766667,-0.107106,0.107106,0.342738,50,50,0.044628
384,12.800000,-0.046824,0.046824,0.149838,50,50,0.029086
385,12.833333,-0.000236,0.000236,0.000755,50,50,0.009677
386,12.866667,-0.046104,0.046104,0.147534,50,50,0.028848
387,12.900000,-0.039584,0.039584,0.126668,50,50,0.022323
388,12.933333,0.001724,0.001724,0.005517,50,50,0.015598
389,12.966667,-0.013825,0.013825,0.044240,49,49,0.020053
390,13.000000,-0.044396,0.044396,0.142068,49,49,0.018084
391,13.033333,-0.019402,0.019402,0.062087,50,49,0.023204
392,13.066667,0.014598,0.014598,0.046715,50,49,0.017455
393,13.100000,0.031216,0.031216,0.099892,50,49,0.027351
394,13.133333,0.004715,0.004715,0.015089,50,49,0.012852
395,13.166667,-0.014727,0.014727,0.047126,50,49,0.019879
396,13.200000,-0.032026,0.032026,0.102483,50,49,0.031107
397,13.233333,0.001875,0.001875,0.006001,50,49,0.017861
398,13.266667,-0.003528,0.003528,0.011290,50,49,0.022704
399,13.300000,-0.023108,0.023108,0.073947,50,49,0.017708
400,13.333333,-0.041510,0.041510,0.132833,50,49,0.022691
401,13.366667,-0.024122,0.024122,0.077189,50,49,0.021739
402,13.400000,-0.025812,0.025812,0.082598,50,49,0.016198
403,13.433333,-0.002317,0.002317,0.007416,50,49,0.012074
404,13.466667,0.002078,0.002078,0.006650,50,49,0.010934
405,13.500000,0.003573,0.003573,0.011434,50,49,0.016288
406,13.533333,-0.000818,0.000818,0.002617,50,49,0.011927
407,13.566667,0.008825,0.008825,0.028241,50,49,0.009975
408,13.600000,0.005663,0.005663,0.018120,50,49,0.012471
409,13.633333,0.005661,0.005661,0.018116,50,49,0.011982
410,13.666667,-0.004318,0.004318,0.013816,50,49,0.009154
411,13.700000,-0.008696,0.008696,0.027828,50,49,0.010610
412,13.733333,-0.016494,0.016494,0.052780,50,49,0.020278
413,13.766667,-0.006257,0.006257,0.020022,50,49,0.013776
414,13.800000,-0.004201,0.004201,0.013444,50,49,0.012627
415,13.833333,0.003059,0.003059,0.009788,50,49,0.011401
416,13.866667,0.012945,0.012945,0.041423,50,49,0.018292
417,13.900000,0.003845,0.003845,0.012305,50,49,0.013765
418,13.933333,-0.003280,0.003280,0.010495,50,49,0.011878
419,13.966667,-0.007545,0.007545,0.024145,50,49,0.010656
420,14.000000,-0.016781,0.016781,0.053698,50,49,0.009850
421,14.033333,-0.013253,0.013253,0.042409,50,50,0.019066
422,14.066667,-0.028908,0.028908,0.092506,50,50,0.024272
423,14.100000,-0.025150,0.025150,0.080481,50,50,0.021341
424,14.133333,-0.012840,0.012840,0.041089,50,50,0.017209
425,14.166667,-0.012604,0.012604,0.040334,50,50,0.019006
426,14.200000,-0.008876,0.008876,0.028404,50,50,0.011419
427,14.233333,0.003872,0.003872,0.012390,50,50,0.014018
428,14.266667,0.001738,0.001738,0.005561,50,50,0.019581
429,14.300000,-0.000019,0.000019,0.000062,50,50,0.012852
430,14.333333,0.006553,0.006553,0.020970,50,50,0.027810
431,14.366667,0.015511,0.015511,0.049634,50,50,0.016319
432,14.400000,-0.000320,0.000320,0.001026,50,50,0.020326
433,14.433333,-0.023528,0.023528,0.075291,50,50,0.018805
434,14.466667,-0.029011,0.029011,0.092836,50,50,0.026100
435,14.500000,-0.011753,0.011753,0.037608,50,50,0.021588
436,14.533333,-0.019746,0.019746,0.063187,50,50,0.014962
