frame_idx,time_sec,omega_z_rad_per_s,abs_omega_z_rad_per_s,surface_speed_cm_per_s,n_features_tracked,n_features_used,omega_std_rad_per_s
186,6.200000,-0.012094,0.012094,0.038700,46,46,0.017374
187,6.233333,-0.012542,0.012542,0.040135,40,40,0.031044
188,6.266667,-0.054215,0.054215,0.173487,37,37,0.050463
189,6.300000,-0.022659,0.022659,0.072508,37,37,0.020337
190,6.333333,-0.023621,0.023621,0.075587,48,48,0.059510
191,6.366667,-0.010274,0.010274,0.032875,36,36,0.020738
192,6.400000,-0.058339,0.058339,0.186685,33,33,0.064802
193,6.433333,-0.005830,0.005830,0.018658,46,46,0.015474
194,6.466667,-0.028630,0.028630,0.091617,40,40,0.027906
195,6.500000,-0.009058,0.009058,0.028984,37,37,0.022128
196,6.533333,-0.016956,0.016956,0.054260,35,35,0.023192
197,6.566667,-0.007546,0.007546,0.024148,48,47,0.016651
198,6.600000,-0.015982,0.015982,0.051143,46,46,0.023950
199,6.633333,-0.020818,0.020818,0.066618,41,41,0.023545
200,6.666667,-0.068493,0.068493,0.219178,37,37,0.065534
201,6.700000,-0.074074,0.074074,0.237037,36,36,0.080548
202,6.733333,-0.087694,0.087694,0.280622,47,47,0.114974
203,6.766667,-0.158472,0.158472,0.507109,35,35,0.177152
204,6.800000,-0.146847,0.146847,0.469909,31,31,0.225525
205,6.833333,-0.428194,0.428194,1.370222,40,40,0.440374
206,6.866667,-0.409920,0.409920,1.311745,18,18,0.481919
207,6.900000,-0.687110,0.687110,2.198752,16,16,0.521176
208,6.933333,-1.266535,1.266535,4.052912,39,38,4.626733
209,6.966667,-0.770214,0.770214,2.464684,16,15,0.560744
210,7.000000,-1.060707,1.060707,3.394263,20,20,0.739597
211,7.033333,-0.417621,0.417621,1.336388,39,39,0.287644
212,7.066667,-0.266695,0.266695,0.853424,27,27,0.283714
213,7.100000,-0.158150,0.158150,0.506081,42,42,0.103949
214,7.133333,0.388605,0.388605,1.243538,33,33,0.207348
215,7.166667,1.158041,1.158041,3.705730,26,26,0.705502
216,7.200000,0.747100,0.747100,2.390719,35,35,0.298304
217,7.233333,0.214566,0.214566,0.686611,25,25,0.114200
218,7.266667,-0.019830,0.019830,0.063455,40,40,0.089597
219,7.300000,-0.941859,0.941859,3.013950,35,35,0.254076
220,7.333333,-0.700321,0.700321,2.241026,25,25,0.147542
221,7.366667,-0.683845,0.683845,2.188304,39,39,0.344272
222,7.400000,-0.383851,0.383851,1.228322,32,32,0.239311
223,7.433333,-0.192518,0.192518,0.616059,45,45,0.184502
224,7.466667,-0.310572,0.310572,0.993829,40,40,0.197952
225,7.500000,-0.096865,0.096865,0.309967,32,32,0.070975
226,7.533333,0.000352,0.000352,0.001126,27,27,0.034228
227,7.566667,0.067467,0.067467,0.215894,48,48,0.091877
228,7.600000,0.079495,0.079495,0.254384,40,40,0.193664
229,7.633333,0.131154,0.131154,0.419694,35,35,0.231935
230,7.666667,0.109292,0.109292,0.349735,31,31,0.171721
231,7.700000,0.026552,0.026552,0.084965,46,46,0.057916
232,7.733333,-0.080569,0.080569,0.257820,39,39,0.120145
233,7.766667,-0.332751,0.332751,1.064805,30,30,0.267942
234,7.800000,-0.388575,0.388575,1.243440,43,43,0.256124
235,7.833333,-0.549651,0.549651,1.758882,28,28,0.356357
236,7.866667,-0.922638,0.922638,2.952440,21,21,6.126724
237,7.900000,-1.167943,1.167943,3.737417,30,30,0.559388
238,7.933333,-1.012899,1.012899,3.241277,16,16,0.446138
239,7.966667,-1.133844,1.133844,3.628300,21,21,0.516824
240,8.000000,-0.390210,0.390210,1.248674,2,2,0.353900
241,8.033333,-0.367220,0.367220,1.175105,34,34,0.435308
242,8.066667,-0.619217,0.619217,1.981496,14,14,4.521165
243,8.100000,0.028115,0.028115,0.089967,43,43,0.228718
244,8.133333,-0.342463,0.342463,1.095881,24,24,0.339741
245,8.166667,-0.609994,0.609994,1.951979,17,17,0.672225
246,8.200000,-0.729651,0.729651,2.334882,41,41,0.515222
247,8.233333,-0.704236,0.704236,2.253555,17,17,0.478005
248,8.266667,-0.438457,0.438457,1.403061,13,13,0.337291
249,8.300000,-0.482785,0.482785,1.544911,40,40,0.822415
250,8.333333,-0.725726,0.725726,2.322324,23,23,0.770160
251,8.366667,-2.043694,2.043694,6.539821,16,16,2.749575
252,8.400000,-0.485966,0.485966,1.555091,24,24,0.433080
253,8.433333,-0.436178,0.436178,1.395770,18,18,1.364158
254,8.466667,-0.376316,0.376316,1.204212,29,29,0.256265
255,8.500000,-0.228847,0.228847,0.732309,24,24,0.139007
256,8.533333,-0.289221,0.289221,0.925508,42,41,0.640651
257,8.566667,-0.583382,0.583382,1.866821,28,28,0.327461
258,8.600000,-0.765344,0.765344,2.449100,22,22,1.517321
259,8.633333,-0.177422,0.177422,0.567751,30,30,2.653947
260,8.666667,-0.089253,0.089253,0.285608,12,12,0.272439
261,8.700000,-1.719755,1.719755,5.503217,46,46,5.440956
262,8.733333,-1.588777,1.588777,5.084088,26,26,0.788584
263,8.766667,-1.399970,1.399970,4.479904,15,15,0.476403
