frame_idx,time_sec,omega_z_rad_per_s,abs_omega_z_rad_per_s,surface_speed_cm_per_s,n_features_tracked,n_features_used,omega_std_rad_per_s
130,4.333333,-0.169916,0.169916,0.543731,48,48,0.225776
131,4.366667,-0.330839,0.330839,1.058686,33,33,0.456775
132,4.400000,-0.960766,0.960766,3.074451,22,22,0.531832
133,4.433333,-0.862372,0.862372,2.759590,32,32,0.292626
134,4.466667,2.163068,2.163068,6.921817,17,17,3.941185
135,4.500000,-0.685189,0.685189,2.192604,29,29,5.307270
136,4.533333,-0.947090,0.947090,3.030689,7,7,3.950349
137,4.566667,-1.347547,1.347547,4.312152,2,2,0.007027
138,4.600000,-1.126981,1.126981,3.606339,12,12,0.390887
139,4.633333,-1.114729,1.114729,3.567133,29,29,0.884830
140,4.666667,-1.568177,1.568177,5.018166,13,13,0.563223
141,4.700000,-0.756726,0.756726,2.421522,33,32,0.549901
142,4.733333,-1.655204,1.655204,5.296653,19,18,6.385986
143,4.766667,-0.490854,0.490854,1.570733,41,41,0.365432
144,4.800000,-0.599970,0.599970,1.919905,20,20,0.687724
145,4.833333,-0.606708,0.606708,1.941465,18,18,0.244407
146,4.866667,-0.478070,0.478070,1.529823,39,38,0.310056
147,4.900000,-0.375116,0.375116,1.200370,24,22,0.224149
148,4.933333,-0.639206,0.639206,2.045458,44,44,0.695820
149,4.966667,-0.951953,0.951953,3.046248,29,29,0.648832
150,5.000000,-1.252114,1.252114,4.006766,14,14,0.412866
151,5.033333,4.143598,4.143598,13.259514,37,37,9.663839
152,5.066667,-0.859578,0.859578,2.750648,9,9,0.692403
153,5.100000,-0.575699,0.575699,1.842236,38,35,0.437069
154,5.133333,-0.169514,0.169514,0.542446,13,12,0.272541
155,5.166667,0.172895,0.172895,0.553263,39,39,0.786716
156,5.200000,-0.117206,0.117206,0.375060,27,27,0.136745
157,5.233333,-0.246921,0.246921,0.790147,38,38,0.154639
158,5.266667,-0.015461,0.015461,0.049474,29,29,0.119747
159,5.300000,0.177646,0.177646,0.568468,36,36,0.297073
160,5.333333,0.006673,0.006673,0.021354,30,30,0.083245
161,5.366667,-0.304841,0.304841,0.975491,46,46,0.150372
162,5.400000,0.000970,0.000970,0.003104,32,32,0.068133
163,5.433333,0.074252,0.074252,0.237608,31,31,0.076673
164,5.466667,0.023657,0.023657,0.075702,44,44,0.072405
165,5.500000,-0.003752,0.003752,0.012005,38,38,0.033115
166,5.533333,0.017674,0.017674,0.056557,35,35,0.031368
167,5.566667,-0.106609,0.106609,0.341150,36,35,0.179171
168,5.600000,-0.265175,0.265175,0.848559,31,30,0.201203
169,5.633333,-0.559638,0.559638,1.790841,39,39,0.320528
170,5.666667,-0.909235,0.909235,2.909551,26,26,0.282952
171,5.700000,-1.034846,1.034846,3.311507,34,34,0.381549
172,5.733333,-1.388078,1.388078,4.441849,18,18,0.384171
173,5.766667,-0.363190,0.363190,1.162207,13,13,0.111011
174,5.800000,-0.070268,0.070268,0.224858,11,11,0.035825
175,5.833333,0.450074,0.450074,1.440236,29,29,3.811786
176,5.866667,0.054306,0.054306,0.173780,12,12,0.236566
177,5.900000,0.047796,0.047796,0.152947,35,35,0.363635
178,5.933333,-0.379541,0.379541,1.214531,31,31,0.091924
179,5.966667,-0.621092,0.621092,1.987495,40,40,0.380549
180,6.000000,-0.537505,0.537505,1.720017,31,31,0.190175
181,6.033333,-0.650063,0.650063,2.080203,46,46,0.347134
182,6.066667,-0.276584,0.276584,0.885070,39,39,0.160843
183,6.100000,0.011827,0.011827,0.037847,34,34,0.069196
184,6.133333,0.151835,0.151835,0.485873,46,46,0.205471
185,6.166667,0.049817,0.049817,0.159416,40,40,0.218944
186,6.200000,-0.226732,0.226732,0.725543,34,34,0.271538
187,6.233333,-0.325795,0.325795,1.042544,32,32,3.190712
188,6.266667,-0.220062,0.220062,0.704200,39,39,0.299591
189,6.300000,-0.495527,0.495527,1.585685,34,34,0.268462
190,6.333333,-0.328062,0.328062,1.049798,43,43,0.235637
191,6.366667,-0.169514,0.169514,0.542444,32,32,0.203027
192,6.400000,-0.180701,0.180701,0.578243,22,22,0.166541
193,6.433333,-0.728643,0.728643,2.331658,37,37,0.190884
194,6.466667,-0.456994,0.456994,1.462382,27,27,0.124426
195,6.500000,-0.294805,0.294805,0.943376,47,47,0.179730
196,6.533333,-0.361834,0.361834,1.157869,33,33,0.254002
197,6.566667,-0.564094,0.564094,1.805102,24,24,0.333546
198,6.600000,-0.463612,0.463612,1.483557,37,37,0.352985
199,6.633333,-0.730459,0.730459,2.337470,19,19,0.651025
200,6.666667,-0.735175,0.735175,2.352562,34,34,1.951159
201,6.700000,-1.195618,1.195618,3.825978,17,17,4.229527
202,6.733333,-0.242784,0.242784,0.776909,37,37,0.078820
203,6.766667,-0.187585,0.187585,0.600273,26,26,0.079312
204,6.800000,-0.285615,0.285615,0.913968,40,40,1.093382
205,6.833333,-1.123879,1.123879,3.596411,30,30,0.570060
206,6.866667,-1.164627,1.164627,3.726805,21,21,0.326015
207,6.900000,-0.869305,0.869305,2.781775,40,40,0.290777
208,6.933333,-1.070223,1.070223,3.424714,23,23,0.348345
209,6.966667,-0.793688,0.793688,2.539801,22,22,0.612873
210,7.000000,0.009138,0.009138,0.029243,43,43,0.429099
211,7.033333,-0.211714,0.211714,0.677484,38,38,0.604491
212,7.066667,0.081414,0.081414,0.260525,29,29,0.182983
213,7.100000,0.499273,0.499273,1.597672,45,45,0.195420
214,7.133333,0.035825,0.035825,0.114640,37,37,1.025145
215,7.166667,-0.135981,0.135981,0.435139,31,31,0.103942
216,7.200000,0.019258,0.019258,0.061626,48,48,0.124061
217,7.233333,0.055328,0.055328,0.177050,44,44,0.155487
218,7.266667,0.025916,0.025916,0.082931,37,37,0.115867
219,7.300000,0.033344,0.033344,0.106702,31,31,0.080026
220,7.333333,0.098947,0.098947,0.316629,42,42,0.249105
221,7.366667,0.156988,0.156988,0.502363,34,34,0.242632
222,7.400000,0.042529,0.042529,0.136092,29,29,0.110581
223,7.433333,-0.033103,0.033103,0.105930,44,44,0.068698
224,7.466667,-0.036445,0.036445,0.116626,39,39,0.088532
225,7.500000,-0.091317,0.091317,0.292215,37,37,3.726665
226,7.533333,-0.213297,0.213297,0.682551,49,49,0.167567
227,7.566667,-0.131408,0.131408,0.420507,40,40,0.186395
228,7.600000,-0.124210,0.124210,0.397471,39,39,0.088214
229,7.633333,-0.133237,0.133237,0.426357,35,35,0.267087
230,7.666667,-0.017626,0.017626,0.056403,42,42,0.080552
231,7.700000,0.003794,0.003794,0.012140,30,30,0.062001
232,7.733333,0.022552,0.022552,0.072166,28,28,0.025692
233,7.766667,0.052120,0.052120,0.166783,46,46,0.133019
234,7.800000,0.071960,0.071960,0.230273,29,29,0.094907
235,7.833333,0.345967,0.345967,1.107094,29,29,0.151211
236,7.866667,0.058780,0.058780,0.188096,43,43,0.050799
237,7.900000,-0.001428,0.001428,0.004571,37,37,0.030194
238,7.933333,-0.024919,0.024919,0.079741,34,34,0.028340
239,7.966667,-0.072528,0.072528,0.232089,42,42,0.153532
240,8.000000,-0.135757,0.135757,0.434423,36,36,0.096877
241,8.033333,-0.030911,0.030911,0.098915,45,45,0.380213
242,8.066667,-0.066731,0.066731,0.213538,38,38,0.167158
243,8.100000,-0.027188,0.027188,0.087002,28,28,4.222574
244,8.133333,-0.183228,0.183228,0.586330,35,35,0.616926
245,8.166667,-0.268297,0.268297,0.858551,22,22,0.508744
246,8.200000,-0.676340,0.676340,2.164289,33,33,0.741566
247,8.233333,-0.880009,0.880009,2.816028,17,17,0.578607
248,8.266667,-0.616760,0.616760,1.973633,13,13,0.471867
249,8.300000,0.189718,0.189718,0.607097,29,29,0.353841
250,8.333333,-0.071777,0.071777,0.229687,27,27,0.254233
251,8.366667,0.044104,0.044104,0.141132,41,41,0.266154
252,8.400000,-0.029692,0.029692,0.095014,34,34,0.121371
253,8.433333,-0.005917,0.005917,0.018933,32,32,0.046546
254,8.466667,-0.096446,0.096446,0.308628,46,46,0.066395
255,8.500000,-0.113210,0.113210,0.362271,42,42,0.078468
256,8.533333,-0.039605,0.039605,0.126736,42,42,0.044040
257,8.566667,-0.109149,0.109149,0.349276,41,41,0.086666
258,8.600000,-0.092336,0.092336,0.295477,41,41,0.065664
259,8.633333,-0.092296,0.092296,0.295348,41,41,0.053936
260,8.666667,-0.133801,0.133801,0.428163,39,39,0.074489
261,8.700000,-0.164077,0.164077,0.525048,38,38,0.072148
262,8.733333,-0.168252,0.168252,0.538406,48,48,0.093926
263,8.766667,-0.146282,0.146282,0.468103,45,45,0.082884
264,8.800000,-0.064595,0.064595,0.206703,40,40,0.043861
265,8.833333,-0.076237,0.076237,0.243960,40,40,0.034331
266,8.866667,-0.097425,0.097425,0.311759,40,40,0.043444
267,8.900000,-0.061182,0.061182,0.195782,37,37,0.053026
268,8.933333,-0.087031,0.087031,0.278499,36,36,0.047172
269,8.966667,-0.122958,0.122958,0.393466,46,46,0.077771
270,9.000000,-0.043038,0.043038,0.137722,43,43,0.060824
271,9.033333,-0.013288,0.013288,0.042521,46,46,0.033836
272,9.066667,-0.055969,0.055969,0.179102,39,39,0.070066
273,9.100000,-0.061153,0.061153,0.195690,35,35,0.044063
274,9.133333,-0.033766,0.033766,0.108051,50,50,0.030974
275,9.166667,-0.018836,0.018836,0.060276,47,47,0.027884
276,9.200000,-0.031273,0.031273,0.100072,47,47,0.025867
277,9.233333,-0.099506,0.099506,0.318418,46,46,0.035822
278,9.266667,-0.080511,0.080511,0.257635,43,43,0.044105
279,9.300000,-0.070379,0.070379,0.225213,43,43,0.036832
280,9.333333,-0.048331,0.048331,0.154659,43,43,0.038203
281,9.366667,-0.086634,0.086634,0.277229,42,42,0.039158
282,9.400000,-0.076455,0.076455,0.244657,40,40,0.034629
283,9.433333,-0.073637,0.073637,0.235640,40,40,0.048932
284,9.466667,-0.063579,0.063579,0.203452,40,40,0.032958
285,9.500000,-0.094011,0.094011,0.300836,38,38,0.046752
286,9.533333,-0.054678,0.054678,0.174971,35,35,0.030700
287,9.566667,-0.008145,0.008145,0.026064,45,45,0.020081
288,9.600000,0.000920,0.000920,0.002945,44,44,0.040055
289,9.633333,0.002324,0.002324,0.007438,42,42,0.028434
290,9.666667,0.002681,0.002681,0.008581,42,42,0.019063
291,9.700000,0.001313,0.001313,0.004203,42,42,0.011859
292,9.733333,-0.001208,0.001208,0.003866,41,41,0.021511
293,9.766667,-0.005295,0.005295,0.016944,40,40,0.012145
294,9.800000,-0.001921,0.001921,0.006148,40,40,0.013303
295,9.833333,-0.008463,0.008463,0.027082,40,40,0.016892
296,9.866667,-0.011882,0.011882,0.038023,40,40,0.034481
297,9.900000,0.001249,0.001249,0.003996,40,40,0.007884
298,9.933333,0.004324,0.004324,0.013837,40,40,0.010993
299,9.966667,0.001240,0.001240,0.003967,39,39,0.017290
300,10.000000,-0.008218,0.008218,0.026298,38,38,0.030357
301,10.033333,-0.005626,0.005626,0.018004,49,49,0.031298
302,10.066667,-0.009370,0.009370,0.029983,43,43,0.012994
303,10.100000,-0.005237,0.005237,0.016759,41,41,0.010062
304,10.133333,-0.009116,0.009116,0.029170,40,40,0.022265
305,10.166667,-0.005808,0.005808,0.018586,39,39,0.009270
306,10.200000,-0.052037,0.052037,0.166518,39,39,0.032644
307,10.233333,-0.061757,0.061757,0.197623,47,47,0.043462
308,10.266667,-0.049044,0.049044,0.156941,39,39,0.038784
309,10.300000,-0.067456,0.067456,0.215860,39,39,0.083949
310,10.333333,-0.066394,0.066394,0.212460,48,48,0.100085
311,10.366667,-0.027921,0.027921,0.089348,48,48,0.404282
312,10.400000,-0.079053,0.079053,0.252970,43,43,0.379294
313,10.433333,-0.016183,0.016183,0.051785,35,35,4.756565
314,10.466667,-0.292985,0.292985,0.937552,24,24,1.870060
315,10.500000,-0.225109,0.225109,0.720348,35,35,0.332013
316,10.533333,-0.235440,0.235440,0.753409,26,26,0.097335
317,10.566667,-0.188596,0.188596,0.603509,29,29,0.273532
318,10.600000,0.108260,0.108260,0.346433,26,26,0.060779
319,10.633333,-0.183851,0.183851,0.588323,44,44,6.586000
320,10.666667,-1.066619,1.066619,3.413182,24,24,1.414687
321,10.700000,-1.747188,1.747188,5.591001,17,17,0.553944
322,10.733333,-1.047182,1.047182,3.350984,40,40,0.616417
323,10.766667,-0.752913,0.752913,2.409321,31,31,0.425777
324,10.800000,-0.667414,0.667414,2.135726,21,21,0.516266
325,10.833333,-0.965106,0.965106,3.088340,38,38,0.441370
326,10.866667,-1.441141,1.441141,4.611651,8,8,0.371453
327,10.900000,-0.977605,0.977605,3.128335,39,39,0.667791
328,10.933333,-1.030347,1.030347,3.297109,28,28,1.048079
329,10.966667,-0.324957,0.324957,1.039862,36,36,0.225162
330,11.000000,-0.170966,0.170966,0.547091,23,23,0.153213
331,11.033333,0.398427,0.398427,1.274965,42,42,0.139090
332,11.066667,0.617761,0.617761,1.976836,32,32,0.166393
333,11.100000,0.073307,0.073307,0.234582,27,27,0.186264
334,11.133333,-0.087754,0.087754,0.280813,43,43,0.099180
335,11.166667,0.002405,0.002405,0.007695,37,37,0.036656
336,11.200000,0.056117,0.056117,0.179576,36,36,0.079680
337,11.233333,0.128388,0.128388,0.410843,50,50,0.154459
338,11.266667,0.011909,0.011909,0.038109,36,36,0.047959
339,11.300000,-0.014371,0.014371,0.045988,32,32,0.049358
340,11.333333,-0.153282,0.153282,0.490503,48,48,0.146045
341,11.366667,-0.000174,0.000174,0.000557,36,36,0.021077
342,11.400000,-0.012069,0.012069,0.038621,36,36,0.027692
343,11.433333,-0.095189,0.095189,0.304606,48,48,0.139618
344,11.466667,0.045087,0.045087,0.144279,39,39,0.088211
345,11.500000,-0.095288,0.095288,0.304923,33,33,0.184363
346,11.533333,-0.192189,0.192189,0.615003,49,49,0.158446
347,11.566667,-0.192019,0.192019,0.614460,35,35,0.125944
348,11.600000,0.035746,0.035746,0.114388,30,30,0.115028
349,11.633333,0.064355,0.064355,0.205938,47,47,0.086600
350,11.666667,0.000073,0.000073,0.000233,38,38,0.079062
351,11.700000,-0.018036,0.018036,0.057716,36,36,0.038646
352,11.733333,-0.010728,0.010728,0.034330,47,47,0.037016
353,11.766667,-0.002591,0.002591,0.008290,43,43,0.062389
354,11.800000,0.002519,0.002519,0.008061,40,40,0.025645
355,11.833333,0.037116,0.037116,0.118771,38,38,0.056706
356,11.866667,0.023246,0.023246,0.074386,33,33,0.058192
357,11.900000,-0.032980,0.032980,0.105536,49,49,0.080121
358,11.933333,-0.099941,0.099941,0.319811,39,39,0.089839
359,11.966667,-0.033032,0.033032,0.105702,36,36,0.039727
360,12.000000,0.006780,0.006780,0.021696,49,49,0.079928
361,12.033333,-0.033560,0.033560,0.107392,49,49,0.097565
362,12.066667,-0.082080,0.082080,0.262656,46,46,0.074388
363,12.100000,-0.034368,0.034368,0.109979,38,38,0.042077
364,12.133333,-0.022360,0.022360,0.071552,35,35,0.029105
365,12.166667,-0.025115,0.025115,0.080367,50,50,0.053276
366,12.200000,-0.070505,0.070505,0.225616,44,44,0.075117
367,12.233333,-0.107309,0.107309,0.343389,41,41,0.080204
368,12.266667,-0.066707,0.066707,0.213464,37,37,0.100323
369,12.300000,-0.076677,0.076677,0.245367,36,36,0.096668
370,12.333333,-0.237614,0.237614,0.760365,48,48,0.144351
371,12.366667,-0.214420,0.214420,0.686145,42,42,0.195719
372,12.400000,-0.300619,0.300619,0.961979,38,38,1.054578
373,12.433333,-0.506418,0.506418,1.620538,30,30,0.477483
374,12.466667,-0.715001,0.715001,2.288003,41,41,0.601719
375,12.500000,-1.007817,1.007817,3.225014,34,34,1.419818
376,12.533333,-0.923127,0.923127,2.954005,23,23,0.413883
377,12.566667,-1.104404,1.104404,3.534093,27,27,0.192888
378,12.600000,-1.417225,1.417225,4.535119,19,19,0.240017
379,12.633333,-0.398805,0.398805,1.276175,39,39,0.498039
380,12.666667,-1.250153,1.250153,4.000490,16,16,4.751998
381,12.700000,-1.342338,1.342338,4.295480,19,19,1.435470
382,12.733333,-1.770856,1.770856,5.666738,16,16,2.534694
383,12.766667,0.000000,0.000000,0.000000,0,0,0.000000
384,12.800000,-0.985745,0.985745,3.154385,13,13,0.399362
385,12.833333,-1.029823,1.029823,3.295434,17,17,0.440836
386,12.866667,-1.152955,1.152955,3.689458,26,26,2.674851
387,12.900000,-1.189141,1.189141,3.805250,15,15,2.005783
388,12.933333,-1.449356,1.449356,4.637938,13,13,6.203660
389,12.966667,-0.924245,0.924245,2.957583,3,3,0.080348
390,13.000000,-0.148941,0.148941,0.476612,39,39,0.610289
391,13.033333,0.050002,0.050002,0.160006,29,29,0.387034
392,13.066667,0.060881,0.060881,0.194820,23,23,0.128016
393,13.100000,0.126216,0.126216,0.403893,45,45,0.171039
394,13.133333,0.004560,0.004560,0.014593,29,29,0.083909
395,13.166667,-0.148937,0.148937,0.476597,26,26,0.167455
396,13.200000,-0.170621,0.170621,0.545986,41,41,0.191472
397,13.233333,0.115022,0.115022,0.368072,22,22,0.117979
398,13.266667,0.021159,0.021159,0.067709,19,19,0.049265
399,13.300000,-0.066026,0.066026,0.211283,50,50,0.080859
400,13.333333,-0.123351,0.123351,0.394724,38,38,0.080257
401,13.366667,-0.015195,0.015195,0.048625,32,32,0.015321
402,13.400000,-0.065391,0.065391,0.209251,47,47,0.064066
403,13.433333,-0.518822,0.518822,1.660229,34,34,0.472985
404,13.466667,-0.374259,0.374259,1.197629,26,26,0.525569
405,13.500000,-0.916062,0.916062,2.931397,26,26,0.854954
406,13.533333,-1.685807,1.685807,5.394583,15,15,0.720794
407,13.566667,-2.372851,2.372851,7.593124,17,17,8.131303
408,13.600000,-1.790241,1.790241,5.728771,2,2,1.209402
409,13.633333,0.020996,0.020996,0.067188,5,5,0.014507
410,13.666667,-0.367867,0.367867,1.177175,28,28,0.193603
411,13.700000,0.141909,0.141909,0.454109,20,20,0.121310
412,13.733333,-0.118327,0.118327,0.378646,42,42,1.038113
413,13.766667,-0.535600,0.535600,1.713920,23,23,0.290169
414,13.800000,-0.609014,0.609014,1.948845,18,18,0.341574
415,13.833333,-0.531911,0.531911,1.702116,44,44,0.230330
416,13.866667,-0.299636,0.299636,0.958835,32,32,0.272776
417,13.900000,-0.380821,0.380821,1.218627,24,24,0.342247
418,13.933333,-0.690079,0.690079,2.208254,49,46,0.398690
419,13.966667,-0.725973,0.725973,2.323113,27,25,0.306668
420,14.000000,-0.303779,0.303779,0.972094,21,21,0.182459
421,14.033333,-0.401832,0.401832,1.285862,43,43,0.179244
422,14.066667,-0.123914,0.123914,0.396526,26,26,0.182144
423,14.100000,-0.206388,0.206388,0.660441,17,17,0.218231
424,14.133333,-0.353211,0.353211,1.130277,42,42,0.277658
425,14.166667,-0.260071,0.260071,0.832228,32,32,0.291532
426,14.200000,0.114202,0.114202,0.365446,23,23,0.329188
427,14.233333,0.042546,0.042546,0.136149,45,45,0.469220
428,14.266667,-0.225477,0.225477,0.721526,32,32,0.611270
429,14.300000,-0.900105,0.900105,2.880336,23,23,5.561292
430,14.333333,-0.836108,0.836108,2.675546,29,28,0.344285
431,14.366667,-1.201668,1.201668,3.845338,23,23,0.354690
432,14.400000,-1.205437,1.205437,3.857397,33,33,0.605742
433,14.433333,-1.344727,1.344727,4.303127,20,20,0.515978
