start_sec,end_sec,duration_sec
0.0,0.033333,0.033333
0.133333,0.4,0.266667
0.433333,0.533333,0.09999999999999992
0.566667,0.7,0.13333299999999992
0.733333,0.8,0.06666700000000003
0.9,0.933333,0.033332999999999946
1.033333,1.066667,0.033333999999999975
1.166667,1.3,0.13333300000000015
1.433333,1.466667,0.033333999999999975
1.733333,1.766667,0.033333999999999975
1.833333,1.9,0.06666699999999981
1.966667,2.966667,1.0000000000000002
3.166667,3.2,0.03333300000000028
5.7,5.933333,0.233333
6.033333,6.266667,0.23333400000000015
6.3,6.466667,0.16666700000000034
6.533333,6.6,0.06666699999999981
6.633333,6.766667,0.13333399999999962
6.8,6.833333,0.033332999999999835
6.866667,6.9,0.03333300000000072
7.0,7.066667,0.06666699999999981
7.166667,7.2,0.033332999999999835
13.0,13.4,0.40000000000000036
13.7,13.766667,0.0666670000000007
13.9,13.933333,0.03333299999999895
14.1,14.2,0.09999999999999964
14.233333,14.266667,0.033333999999999975
14.3,14.433333,0.1333329999999986
14.5,14.533333,0.03333300000000072
14.566667,14.733333,0.16666599999999931
14.833333,14.866667,0.033333999999999975
15.0,15.033333,0.03333300000000072
19.633333,19.9,0.2666669999999982
19.933333,20.166667,0.23333399999999926
20.733333,20.766667,0.03333400000000353
20.9,20.966667,0.06666700000000247
24.066667,24.6,0.5333330000000025
26.1,26.3,0.1999999999999993
27.3,27.4,0.09999999999999787
27.433333,27.5,0.06666699999999892
27.6,27.666667,0.06666699999999892
27.7,27.833333,0.13333300000000037
27.866667,28.333333,0.466666
28.533333,28.666667,0.1333340000000014
28.833333,28.9,0.06666699999999892
29.333333,29.4,0.06666699999999892
29.6,29.633333,0.03333299999999895
29.766667,29.833333,0.0666659999999979
30.166667,30.3,0.13333300000000037
30.366667,30.4,0.03333299999999895
30.433333,30.5,0.06666699999999892
30.866667,30.933333,0.06666600000000145
31.266667,31.333333,0.0666659999999979
33.0,33.166667,0.1666669999999968
33.2,33.5,0.29999999999999716
33.533333,33.566667,0.03333400000000353
34.066667,34.2,0.13333300000000037
34.233333,34.433333,0.19999999999999574
34.5,34.866667,0.36666699999999963
34.9,35.0,0.10000000000000142
35.033333,35.166667,0.13333399999999784
39.566667,40.333333,0.7666660000000007
40.366667,40.466667,0.10000000000000142
40.8,40.833333,0.03333300000000605
40.866667,40.9,0.03333299999999895
40.933333,40.966667,0.03333400000000353
43.3,43.5,0.20000000000000284
43.566667,43.733333,0.16666599999999931
43.766667,44.066667,0.30000000000000426
44.233333,44.266667,0.03333399999999642
47.9,48.266667,0.36666699999999963
48.333333,48.5,0.1666669999999968
48.533333,48.566667,0.03333400000000353
49.0,49.166667,0.1666669999999968
49.2,49.233333,0.03333299999999895
49.333333,49.4,0.06666699999999537
49.433333,49.666667,0.23333399999999926
55.766667,56.233333,0.4666660000000036
56.333333,56.366667,0.03333399999999642
56.533333,56.733333,0.20000000000000284
56.9,57.0,0.10000000000000142
57.166667,57.3,0.13333300000000037
57.333333,57.366667,0.03333399999999642
57.433333,57.466667,0.03333400000000353
60.0,60.3,0.29999999999999716
60.366667,60.633333,0.26666600000000074
60.7,60.8,0.09999999999999432
61.0,61.166667,0.1666669999999968
61.333333,61.5,0.1666669999999968
64.5,64.533333,0.03333299999999895
64.6,64.666667,0.06666700000000958
64.7,65.133333,0.4333329999999904
68.033333,68.166667,0.13333400000000495
68.2,68.533333,0.3333329999999961
68.933333,68.966667,0.03333399999999642
69.966667,70.2,0.2333330000000018
70.233333,70.333333,0.09999999999999432
70.5,70.533333,0.03333299999999895
70.566667,70.6,0.03333299999999895
70.7,70.8,0.09999999999999432
70.966667,71.066667,0.09999999999999432
71.566667,71.733333,0.16666600000000642
76.033333,76.166667,0.13333400000000495
76.233333,76.3,0.06666699999999537
76.4,76.7,0.29999999999999716
76.766667,76.966667,0.20000000000000284
77.1,77.133333,0.03333299999999895
79.966667,80.133333,0.1666659999999922
80.2,80.533333,0.3333329999999961
80.6,80.666667,0.06666700000000958
80.7,80.866667,0.1666670000000039
81.1,81.2,0.10000000000000853
82.7,82.9,0.20000000000000284
82.933333,83.4,0.46666700000000105
83.5,83.533333,0.03333299999999895
83.566667,83.6,0.03333299999999895
84.166667,84.2,0.03333299999999895
85.766667,86.033333,0.26666600000000074
86.133333,86.233333,0.10000000000000853
86.333333,86.366667,0.03333400000001063
89.133333,89.7,0.5666670000000096
89.766667,89.8,0.03333299999999895
89.833333,89.9,0.06666700000000958
90.4,90.433333,0.03333299999999895
90.933333,91.0,0.06666699999999537
91.033333,91.1,0.06666699999999537
91.3,91.9,0.6000000000000085
92.066667,92.1,0.03333299999999895
95.533333,95.766667,0.23333399999999926
